parameter,location,species,year,datavalue
Total exploitation rate,Curtis Inlet,Lake sockeye,1968,0.19036763
Total exploitation rate,Curtis Inlet,Lake sockeye,1969,0.156418373
Total exploitation rate,Curtis Inlet,Lake sockeye,1970,0.157597847
Total exploitation rate,Curtis Inlet,Lake sockeye,1971,0.170867208
Total exploitation rate,Curtis Inlet,Lake sockeye,1972,0.175131476
Total exploitation rate,Curtis Inlet,Lake sockeye,1973,0.195191927
Total exploitation rate,Curtis Inlet,Lake sockeye,1974,0.211459249
Total exploitation rate,Curtis Inlet,Lake sockeye,1976,0.178549814
Total exploitation rate,Curtis Inlet,Lake sockeye,1978,0.187712557
Total exploitation rate,Curtis Inlet,Lake sockeye,1979,0.175213765
Total exploitation rate,Curtis Inlet,Lake sockeye,1980,0.18505831
Total exploitation rate,Curtis Inlet,Lake sockeye,1981,0.179037659
Total exploitation rate,Curtis Inlet,Lake sockeye,1982,0.161154587
Total exploitation rate,Curtis Inlet,Lake sockeye,1983,0.073175102
Total exploitation rate,Curtis Inlet,Lake sockeye,1984,0.127256864
Total exploitation rate,Curtis Inlet,Lake sockeye,1985,0.20928984
Total exploitation rate,Curtis Inlet,Lake sockeye,1986,0.173861673
Total exploitation rate,Curtis Inlet,Lake sockeye,1987,0.087129095
Total exploitation rate,Curtis Inlet,Lake sockeye,1988,0.308316516
Total exploitation rate,Curtis Inlet,Lake sockeye,1989,0.205198023
Total exploitation rate,Curtis Inlet,Lake sockeye,1990,0.2431392
Total exploitation rate,Curtis Inlet,Lake sockeye,1991,0.208812053
Total exploitation rate,Curtis Inlet,Lake sockeye,1992,0.366837668
Total exploitation rate,Curtis Inlet,Lake sockeye,1993,0.321108112
Total exploitation rate,Curtis Inlet,Lake sockeye,1996,0.314751241
Total exploitation rate,Curtis Inlet,Lake sockeye,1997,0.433007265
Total exploitation rate,Curtis Inlet,Lake sockeye,1999,0.172466119
Total exploitation rate,Curtis Inlet,Lake sockeye,2000,0.274689326
Total exploitation rate,Curtis Inlet,Lake sockeye,2001,0.119754548
Total exploitation rate,Curtis Inlet,Lake sockeye,2002,0.226463165
Total exploitation rate,Curtis Inlet,Lake sockeye,2003,0.131537781
Total exploitation rate,Curtis Inlet,Lake sockeye,2004,0.133431195
Total exploitation rate,Curtis Inlet,Lake sockeye,2005,0.108977878
Total exploitation rate,Curtis Inlet,Lake sockeye,2006,0.181536845
Total exploitation rate,Curtis Inlet,Lake sockeye,2007,0.094631708
Total exploitation rate,Curtis Inlet,Lake sockeye,2008,0.066769266
Total exploitation rate,Curtis Inlet,Lake sockeye,2013,0.032748421
Total exploitation rate,Curtis Inlet,Lake sockeye,2014,0.078249208
Total exploitation rate,Curtis Inlet,Lake sockeye,2015,0.052478498
Total exploitation rate,Devon,Lake sockeye,1960,0.166510251
Total exploitation rate,Devon,Lake sockeye,1961,0.157333482
Total exploitation rate,Devon,Lake sockeye,1962,0.17193874
Total exploitation rate,Devon,Lake sockeye,1963,0.105519081
Total exploitation rate,Devon,Lake sockeye,1964,0.16628193
Total exploitation rate,Devon,Lake sockeye,1965,0.141273824
Total exploitation rate,Devon,Lake sockeye,1966,0.195939427
Total exploitation rate,Devon,Lake sockeye,1967,0.215115368
Total exploitation rate,Devon,Lake sockeye,1968,0.19036763
Total exploitation rate,Devon,Lake sockeye,1969,0.156418373
Total exploitation rate,Devon,Lake sockeye,1970,0.157597847
Total exploitation rate,Devon,Lake sockeye,1971,0.170867208
Total exploitation rate,Devon,Lake sockeye,1972,0.175131476
Total exploitation rate,Devon,Lake sockeye,1973,0.195191927
Total exploitation rate,Devon,Lake sockeye,1974,0.211459249
Total exploitation rate,Devon,Lake sockeye,1975,0.131608172
Total exploitation rate,Devon,Lake sockeye,1976,0.178549814
Total exploitation rate,Devon,Lake sockeye,1977,0.180473173
Total exploitation rate,Devon,Lake sockeye,1978,0.187712557
Total exploitation rate,Devon,Lake sockeye,1979,0.175213765
Total exploitation rate,Devon,Lake sockeye,1980,0.18505831
Total exploitation rate,Devon,Lake sockeye,1981,0.179037659
Total exploitation rate,Devon,Lake sockeye,1982,0.161154587
Total exploitation rate,Devon,Lake sockeye,1983,0.073175102
Total exploitation rate,Devon,Lake sockeye,1984,0.127256864
Total exploitation rate,Devon,Lake sockeye,1985,0.20928984
Total exploitation rate,Devon,Lake sockeye,1986,0.173861673
Total exploitation rate,Devon,Lake sockeye,1987,0.087129095
Total exploitation rate,Devon,Lake sockeye,1988,0.308316516
Total exploitation rate,Devon,Lake sockeye,1989,0.205198023
Total exploitation rate,Devon,Lake sockeye,1990,0.2431392
Total exploitation rate,Devon,Lake sockeye,1991,0.208812053
Total exploitation rate,Devon,Lake sockeye,1992,0.366837668
Total exploitation rate,Devon,Lake sockeye,1993,0.321108112
Total exploitation rate,Devon,Lake sockeye,1995,0.277213632
Total exploitation rate,Devon,Lake sockeye,1996,0.314751241
Total exploitation rate,Devon,Lake sockeye,1997,0.433007265
Total exploitation rate,Devon,Lake sockeye,1998,0.162750982
Total exploitation rate,Devon,Lake sockeye,1999,0.172466119
Total exploitation rate,Devon,Lake sockeye,2000,0.274689326
Total exploitation rate,Devon,Lake sockeye,2001,0.119754548
Total exploitation rate,Devon,Lake sockeye,2002,0.226463165
Total exploitation rate,Devon,Lake sockeye,2003,0.131537781
Total exploitation rate,Devon,Lake sockeye,2004,0.133431195
Total exploitation rate,Devon,Lake sockeye,2005,0.108977878
Total exploitation rate,Devon,Lake sockeye,2006,0.181536845
Total exploitation rate,Devon,Lake sockeye,2007,0.094631708
Total exploitation rate,Devon,Lake sockeye,2008,0.066769266
Total exploitation rate,Devon,Lake sockeye,2013,0.032748421
Total exploitation rate,Devon,Lake sockeye,2014,0.078249208
Total exploitation rate,Devon,Lake sockeye,2015,0.052478498
Total exploitation rate,Devon,Lake sockeye,2016,0.091830114
Total exploitation rate,Devon,Lake sockeye,2017,0.011123477
Total exploitation rate,Evelyn,Lake sockeye,1954,0.400210732
Total exploitation rate,Evelyn,Lake sockeye,1955,0.598890341
Total exploitation rate,Evelyn,Lake sockeye,1956,0.652939267
Total exploitation rate,Evelyn,Lake sockeye,1957,0.359707147
Total exploitation rate,Evelyn,Lake sockeye,1958,0.637594054
Total exploitation rate,Evelyn,Lake sockeye,1959,0.377900764
Total exploitation rate,Evelyn,Lake sockeye,1960,0.467935889
Total exploitation rate,Evelyn,Lake sockeye,1961,0.330799701
Total exploitation rate,Evelyn,Lake sockeye,1962,0.244310705
Total exploitation rate,Evelyn,Lake sockeye,1963,0.091442463
Total exploitation rate,Evelyn,Lake sockeye,1964,0.490906962
Total exploitation rate,Evelyn,Lake sockeye,1965,0.561949155
Total exploitation rate,Evelyn,Lake sockeye,1966,0.394707207
Total exploitation rate,Evelyn,Lake sockeye,1967,0.313025207
Total exploitation rate,Evelyn,Lake sockeye,1968,0.378133685
Total exploitation rate,Evelyn,Lake sockeye,1971,0.36200344
Total exploitation rate,Evelyn,Lake sockeye,1972,0.859488497
Total exploitation rate,Evelyn,Lake sockeye,1973,0.474605531
Total exploitation rate,Evelyn,Lake sockeye,1974,0.437495004
Total exploitation rate,Evelyn,Lake sockeye,1975,0.326826275
Total exploitation rate,Evelyn,Lake sockeye,1976,0.388076644
Total exploitation rate,Evelyn,Lake sockeye,1977,0.351215233
Total exploitation rate,Evelyn,Lake sockeye,1978,0.730531484
Total exploitation rate,Evelyn,Lake sockeye,1979,0.749206563
Total exploitation rate,Evelyn,Lake sockeye,1980,0.633019141
Total exploitation rate,Evelyn,Lake sockeye,1981,0.798165341
Total exploitation rate,Evelyn,Lake sockeye,1982,0.526374558
Total exploitation rate,Evelyn,Lake sockeye,1983,0.603257611
Total exploitation rate,Evelyn,Lake sockeye,1984,0.165667151
Total exploitation rate,Evelyn,Lake sockeye,1985,0.477248021
Total exploitation rate,Evelyn,Lake sockeye,1986,0.462389797
Total exploitation rate,Evelyn,Lake sockeye,1987,0.458532875
Total exploitation rate,Evelyn,Lake sockeye,1988,0.640688562
Total exploitation rate,Evelyn,Lake sockeye,1989,0.071432474
Total exploitation rate,Evelyn,Lake sockeye,1990,0.634026705
Total exploitation rate,Evelyn,Lake sockeye,1993,0.104519968
Total exploitation rate,Evelyn,Lake sockeye,1994,0.256530183
Total exploitation rate,Evelyn,Lake sockeye,1995,0.185435238
Total exploitation rate,Evelyn,Lake sockeye,1996,0.214578394
Total exploitation rate,Evelyn,Lake sockeye,1997,0.135479009
Total exploitation rate,Evelyn,Lake sockeye,1998,0.340470905
Total exploitation rate,Evelyn,Lake sockeye,1999,0.179254416
Total exploitation rate,Evelyn,Lake sockeye,2000,0.331422414
Total exploitation rate,Evelyn,Lake sockeye,2001,0.36277752
Total exploitation rate,Evelyn,Lake sockeye,2002,0.297086495
Total exploitation rate,Evelyn,Lake sockeye,2003,0.539869951
Total exploitation rate,Evelyn,Lake sockeye,2004,0.09571189
Total exploitation rate,Evelyn,Lake sockeye,2005,0.449098131
Total exploitation rate,Evelyn,Lake sockeye,2006,0.016254203
Total exploitation rate,Evelyn,Lake sockeye,2007,0.254206425
Total exploitation rate,Evelyn,Lake sockeye,2008,0.007779269
Total exploitation rate,Evelyn,Lake sockeye,2009,0.359935169
Total exploitation rate,Evelyn,Lake sockeye,2010,0.039380518
Total exploitation rate,Evelyn,Lake sockeye,2011,0.2508831
Total exploitation rate,Evelyn,Lake sockeye,2012,0
Total exploitation rate,Evelyn,Lake sockeye,2013,0.089804945
Total exploitation rate,Evelyn,Lake sockeye,2014,0.349118044
Total exploitation rate,Evelyn,Lake sockeye,2015,0
Total exploitation rate,Evelyn,Lake sockeye,2016,0
Total exploitation rate,Evelyn,Lake sockeye,2017,0
Total exploitation rate,Freeda,Lake sockeye,1961,0.157333482
Total exploitation rate,Freeda,Lake sockeye,1962,0.17193874
Total exploitation rate,Freeda,Lake sockeye,1963,0.105519081
Total exploitation rate,Freeda,Lake sockeye,1964,0.16628193
Total exploitation rate,Freeda,Lake sockeye,1965,0.141273824
Total exploitation rate,Freeda,Lake sockeye,1966,0.195939427
Total exploitation rate,Freeda,Lake sockeye,1967,0.215115368
Total exploitation rate,Freeda,Lake sockeye,1968,0.19036763
Total exploitation rate,Freeda,Lake sockeye,1985,0.20928984
Total exploitation rate,Freeda,Lake sockeye,1986,0.173861673
Total exploitation rate,Freeda,Lake sockeye,1988,0.308316516
Total exploitation rate,Freeda,Lake sockeye,1989,0.205198023
Total exploitation rate,Freeda,Lake sockeye,1990,0.2431392
Total exploitation rate,Freeda,Lake sockeye,1991,0.208812053
Total exploitation rate,Freeda,Lake sockeye,1992,0.366837668
Total exploitation rate,Freeda,Lake sockeye,1993,0.321108112
Total exploitation rate,Freeda,Lake sockeye,1994,0.234912517
Total exploitation rate,Freeda,Lake sockeye,1995,0.277213632
Total exploitation rate,Freeda,Lake sockeye,1996,0.314751241
Total exploitation rate,Freeda,Lake sockeye,1997,0.433007265
Total exploitation rate,Freeda,Lake sockeye,1998,0.162750982
Total exploitation rate,Freeda,Lake sockeye,1999,0.172466119
Total exploitation rate,Freeda,Lake sockeye,2000,0.274689326
Total exploitation rate,Freeda,Lake sockeye,2001,0.119754548
Total exploitation rate,Freeda,Lake sockeye,2003,0.131537781
Total exploitation rate,Freeda,Lake sockeye,2004,0.133431195
Total exploitation rate,Freeda,Lake sockeye,2010,0.08630752
Total exploitation rate,Hartley Bay,Lake sockeye,1955,0.598890341
Total exploitation rate,Hartley Bay,Lake sockeye,1956,0.652939267
Total exploitation rate,Hartley Bay,Lake sockeye,1957,0.359707147
Total exploitation rate,Hartley Bay,Lake sockeye,1958,0.637594054
Total exploitation rate,Hartley Bay,Lake sockeye,1959,0.377900764
Total exploitation rate,Hartley Bay,Lake sockeye,1960,0.467935889
Total exploitation rate,Hartley Bay,Lake sockeye,1961,0.330799701
Total exploitation rate,Hartley Bay,Lake sockeye,1962,0.244310705
Total exploitation rate,Hartley Bay,Lake sockeye,1963,0.091442463
Total exploitation rate,Hartley Bay,Lake sockeye,1964,0.490906962
Total exploitation rate,Hartley Bay,Lake sockeye,1965,0.561949155
Total exploitation rate,Hartley Bay,Lake sockeye,1966,0.394707207
Total exploitation rate,Hartley Bay,Lake sockeye,1967,0.313025207
Total exploitation rate,Hartley Bay,Lake sockeye,1968,0.378133685
Total exploitation rate,Hartley Bay,Lake sockeye,1974,0.437495004
Total exploitation rate,Hartley Bay,Lake sockeye,1975,0.326826275
Total exploitation rate,Hartley Bay,Lake sockeye,1976,0.388076644
Total exploitation rate,Hartley Bay,Lake sockeye,1977,0.351215233
Total exploitation rate,Hartley Bay,Lake sockeye,1978,0.730531484
Total exploitation rate,Hartley Bay,Lake sockeye,1979,0.749206563
Total exploitation rate,Hartley Bay,Lake sockeye,1980,0.633019141
Total exploitation rate,Hartley Bay,Lake sockeye,1981,0.798165341
Total exploitation rate,Hartley Bay,Lake sockeye,1982,0.526374558
Total exploitation rate,Hartley Bay,Lake sockeye,1983,0.603257611
Total exploitation rate,Hartley Bay,Lake sockeye,1984,0.165667151
Total exploitation rate,Hartley Bay,Lake sockeye,1985,0.477248021
Total exploitation rate,Hartley Bay,Lake sockeye,1986,0.462389797
Total exploitation rate,Hartley Bay,Lake sockeye,1987,0.458532875
Total exploitation rate,Hartley Bay,Lake sockeye,1989,0.071432474
Total exploitation rate,Hartley Bay,Lake sockeye,1991,0.26849945
Total exploitation rate,Hartley Bay,Lake sockeye,1992,0.28036446
Total exploitation rate,Hartley Bay,Lake sockeye,1996,0.214578394
Total exploitation rate,Hartley Bay,Lake sockeye,1998,0.340470905
Total exploitation rate,Hartley Bay,Lake sockeye,1999,0.179254416
Total exploitation rate,Hartley Bay,Lake sockeye,2000,0.331422414
Total exploitation rate,Hartley Bay,Lake sockeye,2001,0.36277752
Total exploitation rate,Hartley Bay,Lake sockeye,2002,0.297086495
Total exploitation rate,Hartley Bay,Lake sockeye,2004,0.09571189
Total exploitation rate,Hartley Bay,Lake sockeye,2005,0.449098131
Total exploitation rate,Hartley Bay,Lake sockeye,2006,0.016254203
Total exploitation rate,Hartley Bay,Lake sockeye,2007,0.254206425
Total exploitation rate,Hartley Bay,Lake sockeye,2008,0.007779269
Total exploitation rate,Hartley Bay,Lake sockeye,2009,0.359935169
Total exploitation rate,Hartley Bay,Lake sockeye,2010,0.039380518
Total exploitation rate,Hartley Bay,Lake sockeye,2011,0.2508831
Total exploitation rate,Hartley Bay,Lake sockeye,2012,0
Total exploitation rate,Hartley Bay,Lake sockeye,2013,0.089804945
Total exploitation rate,Hartley Bay,Lake sockeye,2014,0.349118044
Total exploitation rate,Hartley Bay,Lake sockeye,2015,0
Total exploitation rate,Hartley Bay,Lake sockeye,2016,0
Total exploitation rate,Hartley Bay,Lake sockeye,2017,0
Total exploitation rate,Kadjusdis River,Lake sockeye,1954,0.341115254
Total exploitation rate,Kadjusdis River,Lake sockeye,1955,0.389557447
Total exploitation rate,Kadjusdis River,Lake sockeye,1956,0.426567288
Total exploitation rate,Kadjusdis River,Lake sockeye,1957,0.221889347
Total exploitation rate,Kadjusdis River,Lake sockeye,1958,0.433970873
Total exploitation rate,Kadjusdis River,Lake sockeye,1959,0.142022186
Total exploitation rate,Kadjusdis River,Lake sockeye,1960,0.470039016
Total exploitation rate,Kadjusdis River,Lake sockeye,1961,0.448402955
Total exploitation rate,Kadjusdis River,Lake sockeye,1962,0.450628719
Total exploitation rate,Kadjusdis River,Lake sockeye,1963,0.449118704
Total exploitation rate,Kadjusdis River,Lake sockeye,1964,0.497758014
Total exploitation rate,Kadjusdis River,Lake sockeye,1966,0.367622079
Total exploitation rate,Kadjusdis River,Lake sockeye,1967,0.483959379
Total exploitation rate,Kadjusdis River,Lake sockeye,1968,0.621741911
Total exploitation rate,Kadjusdis River,Lake sockeye,1969,0.379287579
Total exploitation rate,Kadjusdis River,Lake sockeye,1970,0.740822915
Total exploitation rate,Kadjusdis River,Lake sockeye,1971,0.52658461
Total exploitation rate,Kadjusdis River,Lake sockeye,1972,0.77957441
Total exploitation rate,Kadjusdis River,Lake sockeye,1973,0.617012839
Total exploitation rate,Kadjusdis River,Lake sockeye,1974,0.848188086
Total exploitation rate,Kadjusdis River,Lake sockeye,1975,0.66062256
Total exploitation rate,Kadjusdis River,Lake sockeye,1976,0.832338575
Total exploitation rate,Kadjusdis River,Lake sockeye,1977,0.764021647
Total exploitation rate,Kadjusdis River,Lake sockeye,1978,0.691929714
Total exploitation rate,Kadjusdis River,Lake sockeye,1979,0.838140767
Total exploitation rate,Kadjusdis River,Lake sockeye,1980,0.878658463
Total exploitation rate,Kadjusdis River,Lake sockeye,1981,0.931577181
Total exploitation rate,Kadjusdis River,Lake sockeye,1982,0.924839578
Total exploitation rate,Kadjusdis River,Lake sockeye,1983,0.691950976
Total exploitation rate,Kadjusdis River,Lake sockeye,1984,0.706023657
Total exploitation rate,Kadjusdis River,Lake sockeye,1985,0.49242343
Total exploitation rate,Kadjusdis River,Lake sockeye,1986,0.755873071
Total exploitation rate,Kadjusdis River,Lake sockeye,1987,0.757518012
Total exploitation rate,Kadjusdis River,Lake sockeye,1988,0.118154419
Total exploitation rate,Kadjusdis River,Lake sockeye,1989,0.345259378
Total exploitation rate,Kadjusdis River,Lake sockeye,1990,0.713266719
Total exploitation rate,Kadjusdis River,Lake sockeye,1991,0.706077042
Total exploitation rate,Kadjusdis River,Lake sockeye,1999,0.648827261
Total exploitation rate,Kadjusdis River,Lake sockeye,2004,0.157887732
Total exploitation rate,Kadjusdis River,Lake sockeye,2005,0.009208606
Total exploitation rate,Kadjusdis River,Lake sockeye,2006,0.0010241
Total exploitation rate,Kadjusdis River,Lake sockeye,2007,0.000273284
Total exploitation rate,Kadjusdis River,Lake sockeye,2008,0
Total exploitation rate,Kadjusdis River,Lake sockeye,2010,0
Total exploitation rate,Kadjusdis River,Lake sockeye,2011,0.000366366
Total exploitation rate,Kadjusdis River,Lake sockeye,2012,0.0000722
Total exploitation rate,Kadjusdis River,Lake sockeye,2014,0.001619566
Total exploitation rate,Kadjusdis River,Lake sockeye,2017,0.00179149
Total exploitation rate,Kainet Creek,Lake sockeye,1954,0.341115254
Total exploitation rate,Kainet Creek,Lake sockeye,1955,0.389557447
Total exploitation rate,Kainet Creek,Lake sockeye,1956,0.426567288
Total exploitation rate,Kainet Creek,Lake sockeye,1960,0.470039016
Total exploitation rate,Kainet Creek,Lake sockeye,1961,0.448402955
Total exploitation rate,Kainet Creek,Lake sockeye,1962,0.450628719
Total exploitation rate,Kainet Creek,Lake sockeye,1963,0.449118704
Total exploitation rate,Kainet Creek,Lake sockeye,1964,0.497758014
Total exploitation rate,Kainet Creek,Lake sockeye,1965,0.813592522
Total exploitation rate,Kainet Creek,Lake sockeye,1966,0.367622079
Total exploitation rate,Kainet Creek,Lake sockeye,1967,0.483959379
Total exploitation rate,Kainet Creek,Lake sockeye,1968,0.621741911
Total exploitation rate,Kainet Creek,Lake sockeye,1969,0.379287579
Total exploitation rate,Kainet Creek,Lake sockeye,1970,0.740822915
Total exploitation rate,Kainet Creek,Lake sockeye,1971,0.52658461
Total exploitation rate,Kainet Creek,Lake sockeye,1972,0.77957441
Total exploitation rate,Kainet Creek,Lake sockeye,1973,0.617012839
Total exploitation rate,Kainet Creek,Lake sockeye,1974,0.848188086
Total exploitation rate,Kainet Creek,Lake sockeye,1977,0.764021647
Total exploitation rate,Kainet Creek,Lake sockeye,1978,0.691929714
Total exploitation rate,Kainet Creek,Lake sockeye,1979,0.838140767
Total exploitation rate,Kainet Creek,Lake sockeye,1980,0.878658463
Total exploitation rate,Kainet Creek,Lake sockeye,1981,0.931577181
Total exploitation rate,Kainet Creek,Lake sockeye,1982,0.924839578
Total exploitation rate,Kainet Creek,Lake sockeye,1983,0.691950976
Total exploitation rate,Kainet Creek,Lake sockeye,1984,0.706023657
Total exploitation rate,Kainet Creek,Lake sockeye,1985,0.49242343
Total exploitation rate,Kainet Creek,Lake sockeye,1986,0.755873071
Total exploitation rate,Kainet Creek,Lake sockeye,1987,0.757518012
Total exploitation rate,Kainet Creek,Lake sockeye,1988,0.118154419
Total exploitation rate,Kainet Creek,Lake sockeye,1989,0.345259378
Total exploitation rate,Kainet Creek,Lake sockeye,1990,0.713266719
Total exploitation rate,Kainet Creek,Lake sockeye,1991,0.706077042
Total exploitation rate,Kainet Creek,Lake sockeye,1992,0.528515142
Total exploitation rate,Kainet Creek,Lake sockeye,1993,0.517579568
Total exploitation rate,Kainet Creek,Lake sockeye,1996,0.043822767
Total exploitation rate,Kainet Creek,Lake sockeye,1997,0.095642083
Total exploitation rate,Kainet Creek,Lake sockeye,1998,0.013214966
Total exploitation rate,Kainet Creek,Lake sockeye,1999,0.648827261
Total exploitation rate,Kainet Creek,Lake sockeye,2000,0.000889004
Total exploitation rate,Kainet Creek,Lake sockeye,2001,0.033450247
Total exploitation rate,Kainet Creek,Lake sockeye,2002,0.018206821
Total exploitation rate,Kainet Creek,Lake sockeye,2003,0.057022277
Total exploitation rate,Kainet Creek,Lake sockeye,2004,0.157887732
Total exploitation rate,Kainet Creek,Lake sockeye,2005,0.009208606
Total exploitation rate,Kainet Creek,Lake sockeye,2006,0.0010241
Total exploitation rate,Kainet Creek,Lake sockeye,2007,0.000273284
Total exploitation rate,Kainet Creek,Lake sockeye,2010,0
Total exploitation rate,Kainet Creek,Lake sockeye,2011,0.000366366
Total exploitation rate,Kainet Creek,Lake sockeye,2012,0.0000722
Total exploitation rate,Kainet Creek,Lake sockeye,2013,0.000122636
Total exploitation rate,Kainet Creek,Lake sockeye,2014,0.001619566
Total exploitation rate,Kainet Creek,Lake sockeye,2015,0.001993441
Total exploitation rate,Kainet Creek,Lake sockeye,2016,0.020364964
Total exploitation rate,Kainet Creek,Lake sockeye,2017,0.00179149
Total exploitation rate,Keecha,Lake sockeye,1960,0.166510251
Total exploitation rate,Keecha,Lake sockeye,1961,0.157333482
Total exploitation rate,Keecha,Lake sockeye,1962,0.17193874
Total exploitation rate,Keecha,Lake sockeye,1963,0.105519081
Total exploitation rate,Keecha,Lake sockeye,1964,0.16628193
Total exploitation rate,Keecha,Lake sockeye,1965,0.141273824
Total exploitation rate,Keecha,Lake sockeye,1966,0.195939427
Total exploitation rate,Keecha,Lake sockeye,1967,0.215115368
Total exploitation rate,Keecha,Lake sockeye,1968,0.19036763
Total exploitation rate,Keecha,Lake sockeye,1969,0.156418373
Total exploitation rate,Keecha,Lake sockeye,1970,0.157597847
Total exploitation rate,Keecha,Lake sockeye,1971,0.170867208
Total exploitation rate,Keecha,Lake sockeye,1972,0.175131476
Total exploitation rate,Keecha,Lake sockeye,1973,0.195191927
Total exploitation rate,Keecha,Lake sockeye,1978,0.187712557
Total exploitation rate,Keecha,Lake sockeye,1983,0.073175102
Total exploitation rate,Keecha,Lake sockeye,1984,0.127256864
Total exploitation rate,Keecha,Lake sockeye,1985,0.20928984
Total exploitation rate,Keecha,Lake sockeye,1986,0.173861673
Total exploitation rate,Keecha,Lake sockeye,1987,0.087129095
Total exploitation rate,Keecha,Lake sockeye,1988,0.308316516
Total exploitation rate,Keecha,Lake sockeye,1989,0.205198023
Total exploitation rate,Keecha,Lake sockeye,1990,0.2431392
Total exploitation rate,Keecha,Lake sockeye,1991,0.208812053
Total exploitation rate,Keecha,Lake sockeye,1992,0.366837668
Total exploitation rate,Keecha,Lake sockeye,1993,0.321108112
Total exploitation rate,Keecha,Lake sockeye,1994,0.234912517
Total exploitation rate,Keecha,Lake sockeye,1997,0.433007265
Total exploitation rate,Keecha,Lake sockeye,1998,0.162750982
Total exploitation rate,Keecha,Lake sockeye,1999,0.172466119
Total exploitation rate,Keecha,Lake sockeye,2000,0.274689326
Total exploitation rate,Keecha,Lake sockeye,2001,0.119754548
Total exploitation rate,Keecha,Lake sockeye,2003,0.131537781
Total exploitation rate,Keecha,Lake sockeye,2004,0.133431195
Total exploitation rate,Keecha,Lake sockeye,2005,0.108977878
Total exploitation rate,Keecha,Lake sockeye,2006,0.181536845
Total exploitation rate,Keecha,Lake sockeye,2007,0.094631708
Total exploitation rate,Keecha,Lake sockeye,2014,0.078249208
Total exploitation rate,Keecha,Lake sockeye,2015,0.052478498
Total exploitation rate,Keecha,Lake sockeye,2017,0.011123477
Total exploitation rate,Kitlope,Lake sockeye,1954,0.400210732
Total exploitation rate,Kitlope,Lake sockeye,1955,0.598890341
Total exploitation rate,Kitlope,Lake sockeye,1956,0.652939267
Total exploitation rate,Kitlope,Lake sockeye,1957,0.359707147
Total exploitation rate,Kitlope,Lake sockeye,1958,0.637594054
Total exploitation rate,Kitlope,Lake sockeye,1959,0.377900764
Total exploitation rate,Kitlope,Lake sockeye,1960,0.467935889
Total exploitation rate,Kitlope,Lake sockeye,1961,0.330799701
Total exploitation rate,Kitlope,Lake sockeye,1962,0.244310705
Total exploitation rate,Kitlope,Lake sockeye,1963,0.091442463
Total exploitation rate,Kitlope,Lake sockeye,1964,0.490906962
Total exploitation rate,Kitlope,Lake sockeye,1965,0.561949155
Total exploitation rate,Kitlope,Lake sockeye,1966,0.394707207
Total exploitation rate,Kitlope,Lake sockeye,1967,0.313025207
Total exploitation rate,Kitlope,Lake sockeye,1968,0.378133685
Total exploitation rate,Kitlope,Lake sockeye,1969,0.729694116
Total exploitation rate,Kitlope,Lake sockeye,1970,0.6272367
Total exploitation rate,Kitlope,Lake sockeye,1971,0.36200344
Total exploitation rate,Kitlope,Lake sockeye,1972,0.859488497
Total exploitation rate,Kitlope,Lake sockeye,1973,0.474605531
Total exploitation rate,Kitlope,Lake sockeye,1974,0.437495004
Total exploitation rate,Kitlope,Lake sockeye,1975,0.326826275
Total exploitation rate,Kitlope,Lake sockeye,1976,0.388076644
Total exploitation rate,Kitlope,Lake sockeye,1977,0.351215233
Total exploitation rate,Kitlope,Lake sockeye,1978,0.730531484
Total exploitation rate,Kitlope,Lake sockeye,1979,0.749206563
Total exploitation rate,Kitlope,Lake sockeye,1980,0.633019141
Total exploitation rate,Kitlope,Lake sockeye,1981,0.798165341
Total exploitation rate,Kitlope,Lake sockeye,1982,0.526374558
Total exploitation rate,Kitlope,Lake sockeye,1983,0.603257611
Total exploitation rate,Kitlope,Lake sockeye,1984,0.165667151
Total exploitation rate,Kitlope,Lake sockeye,1985,0.477248021
Total exploitation rate,Kitlope,Lake sockeye,1986,0.462389797
Total exploitation rate,Kitlope,Lake sockeye,1987,0.458532875
Total exploitation rate,Kitlope,Lake sockeye,1988,0.640688562
Total exploitation rate,Kitlope,Lake sockeye,1989,0.071432474
Total exploitation rate,Kitlope,Lake sockeye,1990,0.634026705
Total exploitation rate,Kitlope,Lake sockeye,1991,0.26849945
Total exploitation rate,Kitlope,Lake sockeye,1992,0.28036446
Total exploitation rate,Kitlope,Lake sockeye,1993,0.104519968
Total exploitation rate,Kitlope,Lake sockeye,1994,0.256530183
Total exploitation rate,Kitlope,Lake sockeye,1995,0.185435238
Total exploitation rate,Kitlope,Lake sockeye,1996,0.214578394
Total exploitation rate,Kitlope,Lake sockeye,1997,0.135479009
Total exploitation rate,Kitlope,Lake sockeye,1998,0.340470905
Total exploitation rate,Kitlope,Lake sockeye,1999,0.179254416
Total exploitation rate,Kitlope,Lake sockeye,2000,0.331422414
Total exploitation rate,Kitlope,Lake sockeye,2001,0.36277752
Total exploitation rate,Kitlope,Lake sockeye,2002,0.297086495
Total exploitation rate,Kitlope,Lake sockeye,2004,0.09571189
Total exploitation rate,Kitlope,Lake sockeye,2005,0.449098131
Total exploitation rate,Kitlope,Lake sockeye,2007,0.254206425
Total exploitation rate,Kitlope,Lake sockeye,2009,0.359935169
Total exploitation rate,Kitlope,Lake sockeye,2010,0.039380518
Total exploitation rate,Kitlope,Lake sockeye,2011,0.2508831
Total exploitation rate,Kitlope,Lake sockeye,2012,0
